지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m )
108,서울,2024-09-28 22:00,22.4,,,,3.1,,70,,59,,15.9,13.9,,,3,1,,
108,서울,2024-09-28 23:00,21.8,,,,2.8,,50,,61,,15.9,13.9,,,3,1,,
108,서울,2024-09-29 00:00,21.3,,,,2.7,,50,,63,,15.9,13.9,,,2,2,,
108,서울,2024-09-29 01:00,20.9,,,,3,,50,,64,,15.8,13.8,,,5,5,,23
108,서울,2024-09-29 02:00,20.5,,,,3.4,,50,,64,,15.4,13.4,,,5,5,,23
108,서울,2024-09-29 03:00,20.2,,,,2.9,,50,,66,,15.6,13.6,,,2,2,Sc,19
108,서울,2024-09-29 04:00,19.6,,,,2.7,,50,,68,,15.5,13.5,,,1,1,Sc,18
108,서울,2024-09-29 05:00,19.4,,,,2.7,,70,,68,,15.3,13.3,,,3,3,Sc,19
108,서울,2024-09-29 06:00,19.3,,,,2.7,,70,,68,,15.2,13.2,,,3,2,ScCi,19
108,서울,2024-09-29 07:00,19.2,,,,2.4,,70,,68,,15.1,13.1,,,4,3,ScCi,19
108,서울,2024-09-29 08:00,19.7,,,,3.2,,70,,69,,15.8,13.8,,,4,4,Sc,19
108,서울,2024-09-29 09:00,21.2,,,,3.9,,50,,66,,16.5,14.5,,,3,3,Sc,19
108,서울,2024-09-29 10:00,23.6,,,,2.7,,70,,61,,17.7,15.6,,,0,0,,
108,서울,2024-09-29 11:00,25,,,,3.8,,70,,57,,17.9,15.8,,,0,0,,
108,서울,2024-09-29 12:00,26.8,,,,2.5,,50,,56,,19.6,17.2,,,0,0,,
108,서울,2024-09-29 13:00,27.6,,,,3.3,,50,,53,,19.5,17.1,,,0,0,,
108,서울,2024-09-29 14:00,28.5,,,,2.6,,70,,50,,19.4,17,,,0,0,,
108,서울,2024-09-29 15:00,28.9,,,,2.3,,70,,48,,19,16.7,,,1,1,Sc,13
108,서울,2024-09-29 16:00,27.8,,,,2.5,,50,,49,,18.3,16.1,,,2,2,Sc,15
108,서울,2024-09-29 17:00,27.3,,,,2.1,,50,,54,,19.5,17.1,,,4,4,Sc,14
108,서울,2024-09-29 18:00,26.3,,,,2.2,,50,,57,,19.4,17,,,2,2,Sc,15
108,서울,2024-09-29 19:00,25.3,,,,2.2,,70,,59,,19,16.7,,,5,2,,
108,서울,2024-09-29 20:00,24.5,,,,2.6,,50,,61,,18.6,16.4,,,3,1,,14
108,서울,2024-09-29 21:00,23.5,,,,2.4,,50,,63,,18.2,16,,,1,1,Sc,14
108,서울,2024-09-29 22:00,22.8,,,,2.7,,50,,65,,17.9,15.8,,,1,1,,
108,서울,2024-09-29 23:00,22.1,,,,2.9,,50,,67,,17.7,15.6,,,1,1,,
108,서울,2024-09-30 00:00,21.6,,,,2,,50,,68,,17.5,15.4,,,0,0,,
108,서울,2024-09-30 01:00,21,,,,2.4,,50,,70,,17.4,15.3,,,1,1,,17
108,서울,2024-09-30 02:00,20.4,,,,2.2,,50,,71,,16.9,14.9,,,1,1,,19
108,서울,2024-09-30 03:00,19.8,,,,2.3,,50,,73,,16.8,14.8,,,0,0,,
108,서울,2024-09-30 04:00,19.3,,,,2.2,,50,,74,,16.5,14.5,,,0,0,,
108,서울,2024-09-30 05:00,18.9,,,,2.6,,50,,75,,16.3,14.3,,,0,0,,
108,서울,2024-09-30 06:00,18.5,,,,2.3,,50,,75,,15.9,13.9,,,4,0,Ci,
108,서울,2024-09-30 07:00,18.5,,,,2,,50,,75,,15.9,13.9,,,7,0,Ci,
108,서울,2024-09-30 08:00,19.8,,,,2,,70,,70,,16.1,14.1,,,6,0,Ci,
108,서울,2024-09-30 09:00,21.7,,,,2.6,,50,,63,,16.3,14.3,,,6,0,Ci,
108,서울,2024-09-30 10:00,23.5,,,,1.8,,70,,56,,16.2,14.2,,,7,0,Ci,
108,서울,2024-09-30 11:00,24.5,,,,2.1,,50,,55,,16.8,14.8,,,4,0,Ci,
108,서울,2024-09-30 12:00,26.5,,,,2.2,,180,,48,,16.5,14.5,,,3,3,Ac,33
108,서울,2024-09-30 13:00,27.9,,,,2.5,,160,,45,,16.8,14.8,,,1,1,Sc,19
108,서울,2024-09-30 14:00,27.2,,,,2,,270,,48,,17.3,15.2,,,5,5,Sc,15
108,서울,2024-09-30 15:00,28.1,,,,1.4,,270,,49,,18.5,16.3,,,4,4,Sc,15
108,서울,2024-09-30 16:00,28.1,,,,3,,250,,48,,18.2,16,,,4,4,Sc,16
108,서울,2024-09-30 17:00,26.3,,,,3.8,,250,,53,,18.1,15.9,,,4,4,Sc,15
108,서울,2024-09-30 18:00,24.6,,,,2.8,,270,,58,,17.8,15.7,,,2,2,Ac,33
108,서울,2024-09-30 19:00,23.6,,,,2.1,,270,,60,,17.4,15.3,,,5,4,,71
108,서울,2024-09-30 20:00,23.1,,,,1.9,,270,,63,,17.7,15.6,,,5,5,,70
108,서울,2024-09-30 21:00,22.6,,,,2.4,,270,,66,,18.1,15.9,,,7,0,Ci,
108,서울,2024-09-30 22:00,22.1,,,,1.3,,250,,69,,18.3,16.1,,,4,4,,63
108,서울,2024-09-30 23:00,21.8,,,,.4,,0,,70,,18.2,16,,,9,9,,64
108,서울,2024-10-01 00:00,21.8,,,,.9,,290,,72,,18.8,16.5,,,10,0,,
108,서울,2024-10-01 01:00,21.6,,,,1.2,,360,,74,,19,16.7,,,8,8,,48
108,서울,2024-10-01 02:00,21.3,,,,.2,,0,,75,,18.9,16.6,,,8,8,,51
108,서울,2024-10-01 03:00,21,,,,.6,,180,,77,,19.1,16.8,,,5,5,Sc,7
108,서울,2024-10-01 04:00,21.2,,,,1.2,,110,,76,,19,16.7,,,7,0,Ci,
108,서울,2024-10-01 05:00,21,,,,1.4,,20,,78,,19.4,17,,,9,9,Sc,7
108,서울,2024-10-01 06:00,20.7,,1.6,,1.3,,340,,88,,21.4,18.6,,,10,9,StNs,4
108,서울,2024-10-01 07:00,20.5,,.5,,2.6,,180,,87,,20.9,18.2,,,10,8,ScAs,7
108,서울,2024-10-01 08:00,20.6,,.1,,2.1,,200,,89,,21.6,18.7,,,10,8,ScAs,6
108,서울,2024-10-01 09:00,20.5,,0,,2.7,,270,,88,,21.2,18.4,,,10,8,ScAs,6
108,서울,2024-10-01 10:00,18.6,,.3,,3.2,,270,,85,,18.2,16,,,10,9,ScAs,8
108,서울,2024-10-01 11:00,18.7,,,9,4.4,,290,,79,,16.9,14.9,,,10,6,ScAs,9
108,서울,2024-10-01 12:00,18.8,,,9,4.1,,290,,69,,14.9,12.9,,,10,5,ScAs,10
108,서울,2024-10-01 13:00,18.6,,0,,3.5,,270,,66,,14.1,12.1,,,10,7,ScAs,8
108,서울,2024-10-01 14:00,19.2,,0,,3.1,,270,,64,,14.2,12.2,,,10,10,As,38
108,서울,2024-10-01 15:00,19,,,9,3.9,,290,,54,,11.8,9.4,,,9,9,As,32
108,서울,2024-10-01 16:00,19.6,,,9,3.1,,270,,55,,12.5,10.3,,,8,2,ScCi,11
108,서울,2024-10-01 17:00,19.6,,,9,3.7,,290,,43,,9.7,6.6,,,8,0,Ci,
108,서울,2024-10-01 18:00,18.3,,,9,2,,290,,41,,8.6,4.8,,,3,0,Ci,
108,서울,2024-10-01 19:00,17,,,9,3.2,,270,,45,,8.7,4.9,,,2,1,,75
108,서울,2024-10-01 20:00,15.9,,,9,2.7,,320,,52,,9.3,6,,,1,1,,67
108,서울,2024-10-01 21:00,15.1,,,9,4.8,,320,,57,,9.7,6.6,,,0,0,,
108,서울,2024-10-01 22:00,14.4,,,9,3.2,,270,,62,,10.2,7.2,,,0,0,,
108,서울,2024-10-01 23:00,14,,,9,2,,270,,64,,10.2,7.2,,,0,0,,
108,서울,2024-10-02 00:00,13.3,,,9,.8,,290,,66,,10,7,,,0,0,,
108,서울,2024-10-02 01:00,12.8,,,,1.4,,360,,72,,10.6,7.8,,,4,3,,60
108,서울,2024-10-02 02:00,12.5,,,,.8,,290,,74,,10.6,7.9,,,7,4,,
108,서울,2024-10-02 03:00,12.6,,,,1.5,,290,,74,,10.7,8,,,8,0,Ci,
108,서울,2024-10-02 04:00,12.3,,,,1,,270,,74,,10.5,7.7,,,8,0,Ci,
108,서울,2024-10-02 05:00,12.3,,,,2.3,,320,,69,,9.8,6.7,,,7,0,Ci,
108,서울,2024-10-02 06:00,12.1,,,,2.9,,340,,58,,8.1,4,,,7,0,Ci,
108,서울,2024-10-02 07:00,11.7,,,,1.9,,340,,56,,7.6,3.1,,,7,0,Ci,
108,서울,2024-10-02 08:00,11.7,,,,2.1,,290,,60,,8.2,4.1,,,4,0,Ci,
108,서울,2024-10-02 09:00,13.2,,,,3,,290,,54,,8.1,4,,,1,0,Ci,
108,서울,2024-10-02 10:00,14.6,,,,4.6,,290,,52,,8.6,4.8,,,0,0,,
108,서울,2024-10-02 11:00,16.2,,,,3,,290,,47,,8.6,4.8,,,0,0,,
108,서울,2024-10-02 12:00,17.2,,,,3.7,,290,,42,,8.2,4.1,,,0,0,,
108,서울,2024-10-02 13:00,18.1,,,,4,,270,,38,,7.8,3.5,,,0,0,,
108,서울,2024-10-02 14:00,18.7,,,,3.6,,290,,34,,7.3,2.4,,,0,0,,
108,서울,2024-10-02 15:00,19.2,,,,3.5,,320,,33,,7.3,2.5,,,0,0,,
108,서울,2024-10-02 16:00,19.3,,,,3.6,,320,,33,,7.4,2.6,,,0,0,,
108,서울,2024-10-02 17:00,18.9,,,,2.4,,290,,35,,7.6,3,,,0,0,,
108,서울,2024-10-02 18:00,17.1,,,,3.6,,340,,37,,7.2,2.2,,,0,0,,
108,서울,2024-10-02 19:00,16.3,,,,3.2,,340,,39,,7.2,2.3,,,0,0,,
108,서울,2024-10-02 20:00,15.7,,,,3.4,,340,,37,,6.6,1,,,0,0,,
108,서울,2024-10-02 21:00,14.9,,,,2.3,,340,,39,,6.6,1,,,0,0,,
108,서울,2024-10-02 22:00,14,,,,.8,,270,,42,,6.7,1.2,,,0,0,,
108,서울,2024-10-02 23:00,12.9,,,,1.7,,50,,48,,7.1,2.1,,,0,0,,
108,서울,2024-10-03 00:00,12.6,,,,.7,,50,,53,,7.7,3.2,,,0,0,,
108,서울,2024-10-03 01:00,11.6,,,,2.1,,50,,55,,7.5,2.8,,,0,0,,
108,서울,2024-10-03 02:00,11.5,,,,1.4,,50,,57,,7.7,3.2,,,0,0,,
108,서울,2024-10-03 03:00,11.1,,,,1.7,,50,,60,,7.9,3.6,,,0,0,,
108,서울,2024-10-03 04:00,11.1,,,,1.6,,20,,64,,8.4,4.5,,,0,0,,
108,서울,2024-10-03 05:00,10.9,,,,1.8,,50,,68,,8.8,5.2,,,0,0,,
108,서울,2024-10-03 06:00,10.9,,,,1.6,,50,,72,,9.3,6,,,0,0,,
108,서울,2024-10-03 07:00,10.9,,,,1,,50,,73,,9.5,6.2,,,0,0,,
108,서울,2024-10-03 08:00,12.5,,,,1.4,,90,,72,,10.4,7.5,,,0,0,,
108,서울,2024-10-03 09:00,16.1,,,,2.4,,90,,62,,11.3,8.8,,,0,0,,
108,서울,2024-10-03 10:00,18.3,,,,3.1,,50,,57,,11.9,9.6,,,0,0,,
108,서울,2024-10-03 11:00,20,,,,3.4,,50,,49,,11.4,8.9,,,0,0,,
108,서울,2024-10-03 12:00,21.1,,,,2.1,,110,,46,,11.5,9,,,1,1,Sc,10
108,서울,2024-10-03 13:00,22.1,,,,2.5,,160,,41,,10.9,8.2,,,1,1,Sc,10
108,서울,2024-10-03 14:00,21.4,,,,2.7,,20,,41,,10.4,7.5,,,7,5,ScCi,15
108,서울,2024-10-03 15:00,21.2,,,,2,,50,,41,,10.3,7.4,,,8,5,ScAc,15
108,서울,2024-10-03 16:00,20.7,,,,1.4,,110,,43,,10.4,7.6,,,8,3,ScAc,15
108,서울,2024-10-03 17:00,20.6,,,,1.3,,160,,45,,10.9,8.2,,,8,4,ScAc,15
108,서울,2024-10-03 18:00,19.5,,,,2.9,,180,,51,,11.5,9,,,7,5,ScAc,15
108,서울,2024-10-03 19:00,18.7,,,,3,,50,,57,,12.2,9.9,,,9,4,,13
108,서울,2024-10-03 20:00,17.7,,,,1.9,,110,,61,,12.3,10,,,1,1,,14
108,서울,2024-10-03 21:00,16.6,,,,2,,20,,67,,12.6,10.4,,,0,0,,
108,서울,2024-10-03 22:00,15.9,,,,1.9,,20,,68,,12.2,9.9,,,0,0,,
108,서울,2024-10-03 23:00,15.3,,,,2.1,,20,,72,,12.4,10.2,,,0,0,,
108,서울,2024-10-04 00:00,14.6,,,,2.1,,20,,73,,12.1,9.8,,,0,0,,
108,서울,2024-10-04 01:00,14.1,,,,1.4,,70,,77,,12.4,10.1,,,0,0,,
108,서울,2024-10-04 02:00,13.7,,,,2.1,,20,,81,,12.6,10.4,,,0,0,,
108,서울,2024-10-04 03:00,13.3,,,,1.3,,20,,81,,12.4,10.1,,,0,0,,
108,서울,2024-10-04 04:00,13.2,,,,1.3,,360,,82,,12.4,10.1,,,0,0,,
108,서울,2024-10-04 05:00,12.7,,,,1.6,,20,,83,,12.1,9.8,,,0,0,,
108,서울,2024-10-04 06:00,12.3,,,,1.1,,20,,84,,11.9,9.6,,,0,0,,
108,서울,2024-10-04 07:00,11.9,,,,1.6,,50,,85,,11.8,9.4,,,0,0,,
108,서울,2024-10-04 08:00,13.3,,,,2.5,,70,,81,,12.4,10.1,,,0,0,,
108,서울,2024-10-04 09:00,15.9,,,,1.5,,70,,69,,12.4,10.2,,,0,0,,
108,서울,2024-10-04 10:00,18.1,,,,1.3,,70,,63,,13,10.9,,,0,0,,
108,서울,2024-10-04 11:00,20.2,,,,2,,70,,49,,11.6,9.1,,,0,0,,
108,서울,2024-10-04 12:00,21.3,,,,1.5,,70,,45,,11.3,8.8,,,0,0,,
108,서울,2024-10-04 13:00,22.4,,,,1.8,,70,,40,,10.8,8.1,,,0,0,,
108,서울,2024-10-04 14:00,23.8,,,,2.6,,140,,39,,11.5,9,,,0,0,,
108,서울,2024-10-04 15:00,24,,,,2.2,,200,,36,,10.6,7.9,,,0,0,,
108,서울,2024-10-04 16:00,23.6,,,,1.7,,270,,36,,10.4,7.6,,,0,0,,
108,서울,2024-10-04 17:00,23,,,,2.2,,270,,37,,10.4,7.5,,,0,0,,
108,서울,2024-10-04 18:00,20.8,,,,2,,290,,42,,10.3,7.4,,,0,0,,
108,서울,2024-10-04 19:00,19.6,,,,3.4,,320,,48,,10.9,8.2,,,0,0,,
108,서울,2024-10-04 20:00,18.8,,,,2.8,,320,,51,,11,8.4,,,0,0,,
108,서울,2024-10-04 21:00,17.6,,,,1.8,,320,,57,,11.4,8.9,,,0,0,,
108,서울,2024-10-04 22:00,17.6,,,,2.2,,320,,58,,11.6,9.2,,,0,0,,
108,서울,2024-10-04 23:00,16.5,,,,.7,,340,,61,,11.4,8.9,,,0,0,,
108,서울,2024-10-05 00:00,15.7,,,,.8,,20,,66,,11.7,9.3,,,0,0,,
108,서울,2024-10-05 01:00,14.9,,,,2,,20,,67,,11.3,8.8,,,0,0,,
108,서울,2024-10-05 02:00,14,,,,1.8,,50,,73,,11.6,9.2,,,2,0,,
108,서울,2024-10-05 03:00,13.3,,,,1.9,,20,,75,,11.4,8.9,,,0,0,,
108,서울,2024-10-05 04:00,12.8,,,,1.3,,20,,77,,11.3,8.8,,,1,0,Ci,
108,서울,2024-10-05 05:00,12.2,,,,2.3,,20,,78,,11,8.4,,,2,0,Ci,
108,서울,2024-10-05 06:00,11.7,,,,2.3,,20,,81,,11.1,8.5,,,4,0,Ci,
108,서울,2024-10-05 07:00,11.6,,,,2.1,,20,,82,,11.2,8.6,,,6,0,Ci,
108,서울,2024-10-05 08:00,12.7,,,,.9,,50,,78,,11.4,8.9,,,3,0,Ci,
108,서울,2024-10-05 09:00,15.7,,,,1.8,,50,,67,,11.9,9.5,,,2,0,Ci,
108,서울,2024-10-05 10:00,17.6,,,,1.4,,70,,62,,12.4,10.2,,,4,0,Ci,
108,서울,2024-10-05 11:00,20.2,,,,1.7,,70,,53,,12.5,10.3,,,7,0,Ci,
108,서울,2024-10-05 12:00,21.6,,,,1.6,,70,,45,,11.6,9.1,,,6,0,Ci,
108,서울,2024-10-05 13:00,22.8,,,,1.1,,250,,42,,11.6,9.2,,,8,0,Ci,
108,서울,2024-10-05 14:00,23.6,,,,1.5,,110,,40,,11.6,9.1,,,8,0,Ci,
108,서울,2024-10-05 15:00,24,,,,2.5,,250,,41,,12.2,9.9,,,4,0,Ci,
108,서울,2024-10-05 16:00,23.9,,,,2.1,,250,,42,,12.4,10.1,,,7,1,AcCi,40
108,서울,2024-10-05 17:00,22.7,,,,2.1,,290,,44,,12.1,9.8,,,5,0,CcCi,
108,서울,2024-10-05 18:00,20.8,,,,2.2,,290,,49,,11.9,9.6,,,1,0,Ci,
108,서울,2024-10-05 19:00,19.3,,,,.4,,0,,53,,11.8,9.4,,,2,2,,
108,서울,2024-10-05 20:00,17.9,,,,1.1,,270,,59,,12,9.7,,,2,2,,
108,서울,2024-10-05 21:00,17.1,,,,1,,320,,63,,12.2,9.9,,,4,0,Ci,
108,서울,2024-10-05 22:00,16.4,,,,.3,,0,,64,,11.9,9.5,,,8,1,,
108,서울,2024-10-05 23:00,15.9,,,,1.3,,50,,62,,11.2,8.6,,,7,0,,
108,서울,2024-10-06 00:00,15.4,,,,1,,20,,62,,10.8,8.1,,,8,0,,
108,서울,2024-10-06 01:00,14.7,,,,1.6,,20,,65,,10.8,8.1,,,5,0,,
108,서울,2024-10-06 02:00,13.9,,,,1.7,,20,,68,,10.7,8,,,9,1,,
108,서울,2024-10-06 03:00,13.6,,,,1.6,,50,,69,,10.7,8,,,6,0,Ci,
108,서울,2024-10-06 04:00,13.1,,,,1.5,,50,,72,,10.8,8.1,,,1,0,Ci,
108,서울,2024-10-06 05:00,12.5,,,,1.3,,20,,74,,10.6,7.9,,,6,0,Ci,
108,서울,2024-10-06 06:00,12.4,,,,1.4,,50,,76,,10.9,8.2,,,8,0,Cc,
108,서울,2024-10-06 07:00,12.7,,,,1.6,,340,,77,,11.2,8.7,,,10,0,Cs,
108,서울,2024-10-06 08:00,13.6,,,,.5,,50,,75,,11.6,9.2,,,10,4,AcCs,43
108,서울,2024-10-06 09:00,14.6,,,,1.8,,50,,75,,12.4,10.2,,,10,10,Ac,44
108,서울,2024-10-06 10:00,15.4,,,,.6,,70,,72,,12.5,10.3,,,10,10,Ac,41
108,서울,2024-10-06 11:00,16.2,,,,2,,50,,70,,12.9,10.7,,,10,10,Ac,39
108,서울,2024-10-06 12:00,16.6,,,,2.6,,50,,69,,12.9,10.8,,,10,4,ScAs,11
108,서울,2024-10-06 13:00,16.9,,,,2.3,,50,,69,,13.2,11.1,,,10,7,ScAs,10
108,서울,2024-10-06 14:00,17.4,,0,,1.7,,340,,69,,13.7,11.6,,,10,8,ScAs,10
108,서울,2024-10-06 15:00,17.9,,0,,1.1,,200,,68,,13.9,11.9,,,10,8,ScAs,10
108,서울,2024-10-06 16:00,17.3,,0,,1.2,,270,,76,,15,13,,,10,5,ScAs,11
108,서울,2024-10-06 17:00,16.9,,0,,1.6,,270,,74,,14.2,12.2,,,10,10,As,26
108,서울,2024-10-06 18:00,16.9,,,9,1.3,,340,,77,,14.8,12.8,,,10,10,As,26
108,서울,2024-10-06 19:00,16.6,,,9,1.9,,360,,78,,14.7,12.7,,,10,10,,23
108,서울,2024-10-06 20:00,16.6,,,9,1.1,,340,,79,,14.9,12.9,,,10,10,,23
108,서울,2024-10-06 21:00,16.4,,,9,.7,,320,,78,,14.5,12.5,,,8,8,Ac,29
108,서울,2024-10-06 22:00,15.8,,,9,1.6,,290,,73,,13,10.9,,,9,3,,32
108,서울,2024-10-06 23:00,15,,,9,.5,,200,,75,,12.7,10.5,,,9,4,,75
108,서울,2024-10-07 00:00,14.7,,,9,1.1,,340,,76,,12.7,10.5,,,9,0,,
108,서울,2024-10-07 01:00,14.6,,,,1.2,,270,,78,,12.9,10.7,,,10,9,,64
108,서울,2024-10-07 02:00,14.3,,,,1.4,,270,,77,,12.5,10.3,,,10,9,,52
108,서울,2024-10-07 03:00,14.3,,,,.8,,340,,76,,12.4,10.1,,,9,9,Ac,46
108,서울,2024-10-07 04:00,14.3,,,,.7,,340,,78,,12.7,10.5,,,9,6,AcCi,49
108,서울,2024-10-07 05:00,14.2,,,,.6,,290,,81,,13,10.9,,,9,0,Ci,
108,서울,2024-10-07 06:00,14.2,,,,.3,,0,,81,,13,10.9,,,9,0,Ci,
108,서울,2024-10-07 07:00,14,,,,1.5,,20,,83,,13.2,11.1,,,9,0,Ci,
108,서울,2024-10-07 08:00,14.3,,,,1.8,,340,,83,,13.5,11.4,,,9,0,Ci,
108,서울,2024-10-07 09:00,15.7,,,,0,,0,,81,,14.4,12.4,,,8,3,AcCi,40
108,서울,2024-10-07 10:00,17.7,,,,1.6,,290,,74,,14.9,12.9,,,8,0,Ci,
108,서울,2024-10-07 11:00,18.8,,,,2.4,,290,,69,,14.9,12.9,,,7,0,Ci,
108,서울,2024-10-07 12:00,19.4,,,,2.4,,270,,66,,14.8,12.8,,,8,0,Ci,
108,서울,2024-10-07 13:00,20.5,,,,1.7,,250,,61,,14.7,12.7,,,9,0,Cs,
108,서울,2024-10-07 14:00,20.3,,,,2.5,,290,,62,,14.7,12.7,,,10,4,AcCs,48
108,서울,2024-10-07 15:00,20.4,,,,2.7,,290,,59,,14.1,12.1,,,10,3,AcCs,48
108,서울,2024-10-07 16:00,19.6,,,,2.7,,320,,58,,13.2,11.1,,,10,10,Ac,39
108,서울,2024-10-07 17:00,19.3,,,,1.7,,270,,66,,14.7,12.7,,,9,9,Ac,36
108,서울,2024-10-07 18:00,18.7,,,,1.4,,270,,67,,14.4,12.4,,,9,0,Ci,
108,서울,2024-10-07 19:00,18.2,,,,1.1,,270,,70,,14.6,12.6,,,9,9,,55
108,서울,2024-10-07 20:00,17.6,,,,.6,,20,,74,,14.9,12.9,,,8,8,,
108,서울,2024-10-07 21:00,16.9,,,,.6,,270,,77,,14.8,12.8,,,0,0,,
108,서울,2024-10-07 22:00,16.4,,,,1,,270,,79,,14.7,12.7,,,5,1,,
108,서울,2024-10-07 23:00,15.9,,,,1,,340,,82,,14.8,12.8,,,0,0,,
108,서울,2024-10-08 00:00,15.6,,,,.9,,50,,84,,14.8,12.8,,,0,0,,
108,서울,2024-10-08 01:00,15.1,,,,.8,,360,,86,,14.7,12.7,,,3,0,,
108,서울,2024-10-08 02:00,14.8,,,,.8,,360,,87,,14.6,12.6,,,0,0,,
108,서울,2024-10-08 03:00,14.4,,,,.6,,20,,89,,14.6,12.6,,,0,0,,
108,서울,2024-10-08 04:00,14,,,,1.5,,20,,89,,14.2,12.2,,,0,0,,
108,서울,2024-10-08 05:00,13.5,,,,1.4,,20,,91,,14,12,,,0,0,,
108,서울,2024-10-08 06:00,13.1,,,,1.9,,50,,91,,13.7,11.6,,,0,0,,
108,서울,2024-10-08 07:00,12.8,,,,1.8,,20,,93,,13.7,11.6,,,0,0,,
108,서울,2024-10-08 08:00,13.3,,,,2.1,,20,,94,,14.3,12.3,,,0,0,,
108,서울,2024-10-08 09:00,15.1,,,,1.2,,50,,89,,15.2,13.2,,,0,0,,
108,서울,2024-10-08 10:00,17.2,,,,1.5,,70,,78,,15.3,13.3,,,0,0,,
108,서울,2024-10-08 11:00,19.5,,,,1.4,,110,,70,,15.8,13.8,,,0,0,,
108,서울,2024-10-08 12:00,20.7,,,,1.4,,50,,62,,15.1,13.1,,,2,2,Sc,10
108,서울,2024-10-08 13:00,22.2,,,,1.4,,20,,57,,15.2,13.2,,,3,3,Sc,11
108,서울,2024-10-08 14:00,22.9,,,,1.5,,110,,54,,15,13,,,6,6,Sc,14
108,서울,2024-10-08 15:00,23.8,,,,2.1,,140,,52,,15.3,13.3,,,6,6,Sc,12
108,서울,2024-10-08 16:00,22,,,,2.9,,20,,57,,15,13,,,7,7,Sc,12
108,서울,2024-10-08 17:00,21.3,,,,1.8,,320,,60,,15.2,13.2,,,3,3,Sc,12
108,서울,2024-10-08 18:00,20.3,,,,1.9,,20,,64,,15.2,13.2,,,2,2,Sc,11
108,서울,2024-10-08 19:00,19,,,,2.3,,50,,68,,14.9,12.9,,,2,1,,
108,서울,2024-10-08 20:00,18.6,,,,3.2,,70,,69,,14.7,12.7,,,2,2,,14
108,서울,2024-10-08 21:00,17.8,,,,3.1,,50,,71,,14.4,12.4,,,0,0,,
108,서울,2024-10-08 22:00,17.1,,,,2.5,,50,,71,,13.7,11.7,,,0,0,,
108,서울,2024-10-08 23:00,16.7,,,,2.4,,70,,71,,13.5,11.4,,,2,1,,
108,서울,2024-10-09 00:00,16.3,,,,2.8,,70,,73,,13.5,11.4,,,0,0,,
108,서울,2024-10-09 01:00,15.9,,,,2.4,,50,,74,,13.3,11.2,,,0,0,,
108,서울,2024-10-09 02:00,15.4,,,,2.8,,50,,76,,13.2,11.1,,,0,0,,
108,서울,2024-10-09 03:00,15.2,,,,2.6,,50,,77,,13.2,11.1,,,0,0,,
108,서울,2024-10-09 04:00,14.8,,,,2.1,,50,,78,,13,10.9,,,0,0,,
108,서울,2024-10-09 05:00,14.4,,,,2,,50,,80,,13,10.9,,,0,0,,
108,서울,2024-10-09 06:00,14.1,,,,2,,50,,82,,13.1,11,,,0,0,,
108,서울,2024-10-09 07:00,13.9,,,,1.3,,70,,83,,13.1,11,,,3,1,ScCi,18
108,서울,2024-10-09 08:00,14.9,,,,2.9,,50,,81,,13.7,11.6,,,0,0,,
108,서울,2024-10-09 09:00,17.4,,,,2.5,,50,,71,,14,12,,,2,0,Ci,
108,서울,2024-10-09 10:00,19.3,,,,2.8,,50,,63,,14,12,,,1,0,Ci,
108,서울,2024-10-09 11:00,21.2,,,,3.1,,70,,59,,14.8,12.8,,,4,0,Ci,
108,서울,2024-10-09 12:00,22.4,,,,2.4,,70,,51,,13.7,11.7,,,7,0,Ci,
108,서울,2024-10-09 13:00,23.1,,,,2.7,,50,,49,,13.7,11.7,,,6,3,ScCi,14
108,서울,2024-10-09 14:00,24.3,,,,2.2,,70,,46,,13.9,11.9,,,7,3,ScCi,14
108,서울,2024-10-09 15:00,23.6,,,,1.8,,160,,46,,13.3,11.2,,,8,5,ScCi,15
108,서울,2024-10-09 16:00,23.5,,,,2.5,,160,,46,,13.3,11.2,,,6,3,ScCi,15
108,서울,2024-10-09 17:00,22.9,,,,1.5,,290,,50,,13.9,11.9,,,6,3,ScCi,15
108,서울,2024-10-09 18:00,21.9,,,,1.4,,90,,51,,13.3,11.2,,,6,2,ScCi,14
108,서울,2024-10-09 19:00,20,,,,2.4,,50,,58,,13.5,11.4,,,4,1,,64
108,서울,2024-10-09 20:00,19.2,,,,1.8,,20,,62,,13.7,11.7,,,4,4,,65
108,서울,2024-10-09 21:00,18.4,,,,1.8,,50,,65,,13.7,11.6,,,7,7,Ac,30
108,서울,2024-10-09 22:00,18.2,,,,2.5,,50,,68,,14.1,12.1,,,6,1,,24
108,서울,2024-10-09 23:00,17.9,,,,2.5,,50,,69,,14.1,12.1,,,7,0,,
108,서울,2024-10-10 00:00,17.7,,,,2.6,,50,,70,,14.1,12.1,,,8,1,,
108,서울,2024-10-10 01:00,17.2,,,,2.4,,50,,71,,13.8,11.8,,,7,5,,23
108,서울,2024-10-10 02:00,16.6,,,,2.6,,50,,74,,13.9,11.9,,,6,2,,25
108,서울,2024-10-10 03:00,16.3,,,,2.2,,50,,75,,13.8,11.8,,,8,4,AcCi,35
